Timestamp, Latitude, Northing, Longitude, Easting, Northing2, Zone
1487795438207554, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795439207074, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795440207981, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795441207886, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795442206558, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795443236439, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795444207240, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795445207735, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795446207239, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795447206923, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795448207875, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795449208279, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795450206632, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
1487795451206466, 42.3387216667, 4689500.764, -71.09005, 327824.414431, 4689500.764, 19
